sport_id,date_key,date,sport,event_name,stadium
1,20201201,01-12-2020,Men's Basketball,vs Green Bay,"Madison, WI Kohl Center"
2,20201211,11-12-2020,Women's Basketball,vs Rutgers,"Madison, Wis. Kohl Center"
3,20201213,13-12-2020,Women's Basketball,vs North Dakota,"Madison, Wis. Kohl Center"
4,20201215,15-12-2020,Men's Basketball,vs Loyola,Kohl Center
5,20201219,19-12-2020,Men's Basketball,vs #23 Louisville,"Madison, WI Kohl Center"
6,20201220,20-12-2020,Women's Basketball,vs Valparaiso,"Madison, Wis. Kohl Center"
7,20201222,22-12-2020,Men's Basketball,vs Nebraska,"Madison, WI Kohl Center"
8,20201222,22-12-2020,Women's Basketball,vs Nebraska at Omaha,"Madison, Wis. Kohl Center"
9,20201225,25-12-2020,Men's Basketball,at #12 Michigan State,"East Lansing, MI"
10,20201228,28-12-2020,Men's Basketball,vs Maryland,"Madison, WI Kohl Center"
11,20201231,31-12-2020,Men's Basketball,vs #21 Minnesota,"Madison, WI Kohl Center"
12,20201231,31-12-2020,Women's Basketball,at #16 Michigan,"Ann Arbor, MI"
13,20201204,04-12-2020,Men's Basketball,at Marquette,"Milwaukee, WI"
14,20201205,05-12-2020,Women's Basketball,at Iowa,"Iowa City, IA"
15,20201208,08-12-2020,Women's Basketball,vs Prairie View A&M,"Madison, Wis. Kohl Center"
16,20201209,09-12-2020,Men's Basketball,vs Rhode Island,Kohl Center
17,20201125,25-11-2020,Men's Basketball,vs Eastern Illinois,"Madison, WI Kohl Center"
18,20201125,25-11-2020,Women's Basketball,vs Miami (OH),"Madison, Wis. Kohl Center"
19,20201127,27-11-2020,Men's Basketball,vs Arkansas - Pine Bluff,"Madison, WI Kohl Center"
20,20201129,29-11-2020,Women's Basketball,vs Western Illinois,"Madison, Wis. Kohl Center"
21,20201212,12-12-2020,Men's Football,at Iowa,"Iowa City, IA"
22,20201219,19-12-2020,Men's Football,Minnesota,"Madison, WI Camp Randall Stadium"
23,20201230,30-12-2020,Men's Football,vs Wake Forest,"Charlotte, N.C."
24,20201205,05-12-2020,Men's Football,vs Indiana,"Madison, WI Camp Randall Stadium"
25,20201114,14-11-2020,Men's Football,at Michigan,"Ann Arbor, MI"
26,20201121,21-11-2020,Men's Football,at Northwestern,"Evanston, IL"
27,20201128,28-11-2020,Men's Football,vs Minnesota,"Madison, WI Camp Randall Stadium"
28,20201107,07-11-2020,Men's Football,vs Purdue,"Madison, WI Camp Randall Stadium"
29,20201023,23-10-2020,Men's Football,vs Illinois,"Madison, WI Camp Randall Stadium"
30,20201031,31-10-2020,Men's Football,at Nebraska,"Lincoln, NE"
31,20201211,11-12-2020,Women's Ice Hockey,vs Minnesota Duluth,"Madison, WI La Bahn Arena"
32,20201212,12-12-2020,Women's Ice Hockey,vs Minnesota Duluth,"Madison, WI La Bahn Arena"
33,20201218,18-12-2020,Women's Ice Hockey,vs Ohio State,"Madison, WI La Bahn Arena"
34,20201219,19-12-2020,Women's Ice Hockey,vs Ohio State,"Madison, WI La Bahn Arena"
35,20201203,03-12-2020,Men's Ice Hockey,at Ohio State,"Columbus, OH"
36,20201204,04-12-2020,Men's Ice Hockey,at Ohio State,"Columbus, OH"
37,20201204,04-12-2020,Women's Ice Hockey,at Minnesota,"Minneapolis, MN"
38,20201205,05-12-2020,Women's Ice Hockey,at Minnesota,"Minneapolis, MN"
39,20201208,08-12-2020,Men's Ice Hockey,at Michigan State,"East Lansing, MI"
40,20201209,09-12-2020,Men's Ice Hockey,at Michigan State,"East Lansing, MI"
41,20201113,13-11-2020,Men's Ice Hockey,at Notre Dame,"Notre Dame, IN"
42,20201114,14-11-2020,Men's Ice Hockey,at Notre Dame,"Notre Dame, IN"
43,20201119,19-11-2020,Men's Ice Hockey,vs Michigan,"Madison, WI La Bahn Arena"
44,20201120,20-11-2020,Men's Ice Hockey,vs Michigan,"Madison, WI La Bahn Arena"
45,20201123,23-11-2020,Men's Ice Hockey,vs Penn State,"Madison, WI La Bahn Arena"
46,20201124,24-11-2020,Men's Ice Hockey,vs Penn State,"Madison, WI La Bahn Arena"
47,20201127,27-11-2020,Women's Ice Hockey,at Ohio State,"Columbus, OH"
48,20201128,28-11-2020,Women's Ice Hockey,at Ohio State,"Columbus, OH"
49,20201128,28-11-2020,Men's Ice Hockey,vs Arizona State,"Madison, WI La Bahn Arena"
50,20201129,29-11-2020,Men's Ice Hockey,vs Arizona State,"Madison, WI La Bahn Arena"
51,20200415,15-04-2020,Men's Soccer,at Forward Madison FC (Exhibition),"Madison, WI Breese Stevens Field"
52,20200425,25-04-2020,Men's Soccer,vs Creighton University,"Madison, WI McClimon Track/Soccer Complex"
53,20200404,04-04-2020,Men's Soccer,at Marquette University,"Milwaukee, WI"
54,20200328,28-03-2020,Men's Soccer,at Loyola University Chicago,"Chicago, IL"
55,20200307,07-03-2020,Men's Soccer,vs Green Bay,"Madison, WI McClain Facility"
56,20200401,01-04-2020,Women's Softball,vs Valparaiso,"Madison, WI Goodman Diamond"
57,20200401,01-04-2020,Women's Softball,vs Valparaiso,"Madison, WI Goodman Diamond"
58,20200410,10-04-2020,Women's Softball,vs Purdue,"Madison, WI Goodman Diamond"
59,20200411,11-04-2020,Women's Softball,vs Purdue,"Madison, WI Goodman Diamond"
60,20200412,12-04-2020,Women's Softball,vs Purdue,"Madison, WI Goodman Diamond"
61,20200415,15-04-2020,Women's Softball,at Minnesota,"Minneapolis, MN"
62,20200415,15-04-2020,Women's Softball,at Minnesota,"Minneapolis, MN"
63,20200417,17-04-2020,Women's Softball,vs Northwestern,"Madison, WI Goodman Diamond"
64,20200418,18-04-2020,Women's Softball,vs Northwestern,"Madison, WI Goodman Diamond"
65,20200419,19-04-2020,Women's Softball,vs Northwestern,"Madison, WI Goodman Diamond"
66,20200424,24-04-2020,Women's Softball,at Ohio State,"Columbus, OH"
67,20200425,25-04-2020,Women's Softball,at Ohio State,"Columbus, OH"
68,20200426,26-04-2020,Women's Softball,at Ohio State,"Columbus, OH"
69,20200403,03-04-2020,Women's Softball,at Nebraska,"Lincoln, NE"
70,20200404,04-04-2020,Women's Softball,at Nebraska,"Lincoln, NE"
71,20200405,05-04-2020,Women's Softball,at Nebraska,"Lincoln, NE"
72,20200407,07-04-2020,Women's Softball,vs Green Bay,"Madison, WI Goodman Diamond"
73,20200407,07-04-2020,Women's Softball,vs Green Bay,"Madison, WI Goodman Diamond"
74,20200214,14-02-2020,Women's Softball,University of Louisville,"Chapel Hill, NC"
75,20200215,15-02-2020,Women's Softball,University of Louisville,"Chapel Hill, NC"
76,20200215,15-02-2020,Women's Softball,at North Carolina,"Chapel Hill, NC"
77,20200216,16-02-2020,Women's Softball,at North Carolina,"Chapel Hill, NC"
78,20200221,21-02-2020,Women's Softball,San Diego State University,"Cathedral City, CA"
79,20200221,21-02-2020,Women's Softball,University of Washington,"Cathedral City, CA"
80,20200222,22-02-2020,Women's Softball,UC Davis,"Cathedral City, CA"
81,20200222,22-02-2020,Women's Softball,UCLA,"Cathedral City, CA"
82,20200223,23-02-2020,Women's Softball,University of Oklahoma,"Cathedral City, CA"
83,20200228,28-02-2020,Women's Softball,Southern Utah University,"Tempe, AZ"
84,20200228,28-02-2020,Women's Softball,at Arizona State University,"Tempe, AZ"
85,20200229,29-02-2020,Women's Softball,University of Maryland,"Tempe, AZ"
86,20200229,29-02-2020,Women's Softball,at Arizona State University,"Tempe, AZ"
87,20200207,07-02-2020,Women's Softball,Indiana State University,"Boca Raton, FL"
88,20200207,07-02-2020,Women's Softball,at Florida Atlantic University,"Boca Raton, FL"
89,20200208,08-02-2020,Women's Softball,Northern Illinois University,"Boca Raton, FL"
90,20200208,08-02-2020,Women's Softball,Bethune-Cookman University,"Boca Raton, FL"
91,20200209,09-02-2020,Women's Softball,Bethune-Cookman University,"Boca Raton, FL"
92,20200301,01-03-2020,Women's Softball,Southern Utah University,"Tempe, AZ"
93,20200318,18-03-2020,Women's Softball,at Villanova,"Villanova, PA"
94,20200318,18-03-2020,Women's Softball,vs Saint Joseph's University,"Villanova, PA"
95,20200320,20-03-2020,Women's Softball,at Rutgers,"Piscataway, NJ"
96,20200321,21-03-2020,Women's Softball,at Rutgers,"Piscataway, NJ"
97,20200322,22-03-2020,Women's Softball,at Rutgers,"Piscataway, NJ"
98,20200324,24-03-2020,Women's Softball,vs Northern Iowa,"Madison, WI Goodman Diamond"
99,20200327,27-03-2020,Women's Softball,vs Michigan,"Madison, WI Goodman Diamond"
100,20200328,28-03-2020,Women's Softball,vs Michigan,"Madison, WI Goodman Diamond"
101,20200329,29-03-2020,Women's Softball,vs Michigan,"Madison, WI Goodman Diamond"
102,20200306,06-03-2020,Women's Softball,Iowa State University,"Tampa, FL"
103,20200306,06-03-2020,Women's Softball,University of Massachusetts,"Tampa, FL"
104,20200307,07-03-2020,Women's Softball,at University of South Florida,"Tampa, FL"
105,20200307,07-03-2020,Women's Softball,vs Iowa State University,"Tampa, FL"
106,20200308,08-03-2020,Women's Softball,vs University of Massachusetts,"Tampa, FL"
107,20200501,01-05-2020,Women's Softball,vs Illinois,"Madison, WI Goodman Diamond"
108,20200502,02-05-2020,Women's Softball,vs Illinois,"Madison, WI Goodman Diamond"
109,20200503,03-05-2020,Women's Softball,vs Illinois,"Madison, WI Goodman Diamond"
110,20200507,07-05-2020,Women's Softball,vs Big Ten,"Champaign, IL"
111,20200508,08-05-2020,Women's Softball,vs Big Ten,"Champaign, IL"
112,20200509,09-05-2020,Women's Softball,vs Big Ten,"Champaign, IL"
113,20211201,01-12-2021,Men's Basketball,at Georgia Tech,"Atlanta, GA"
114,20211201,01-12-2021,Women's Basketball,vs Virginia Tech,"Madison, Wis. Kohl Center"
115,20211211,11-12-2021,Men's Basketball,at #21 Ohio State,"Columbus, OH"
116,20211212,12-12-2021,Women's Basketball,vs Green Bay,"Madison, Wis. Kohl Center Sunday Kids' Day"
117,20211215,15-12-2021,Men's Basketball,vs Nicholls,"Madison, WI Kohl Center"
118,20211216,16-12-2021,Women's Basketball,vs Illinois State,"Madison, Wis. Kohl Center $3 Thursday"
119,20211223,23-12-2021,Women's Basketball,vs Eastern Illinois,"Madison, Wis. Kohl Center"
120,20211229,29-12-2021,Men's Basketball,vs Illinois State,"Madison, WI Kohl Center"
121,20211230,30-12-2021,Women's Basketball,vs Purdue,"Madison, Wis. Kohl Center $3 Thursday"
122,20211204,04-12-2021,Men's Basketball,vs Marquette,"Madison, WI Kohl Center"
123,20211205,05-12-2021,Women's Basketball,at Northwestern,"Evanston, IL"
124,20211208,08-12-2021,Men's Basketball,vs Indiana,"Madison, WI Kohl Center"
125,20211209,09-12-2021,Women's Basketball,vs Michigan,"Madison, Wis. Kohl Center $3 Thursday"
126,20211110,10-11-2021,Women's Basketball,vs St. Thomas,"Madison, Wis. Kohl Center"
127,20211112,12-11-2021,Men's Basketball,vs Green Bay,"Madison, WI Kohl Center"
128,20211114,14-11-2021,Women's Basketball,vs NJIT,"Madison, Wis. Kohl Center Sunday Kids' Day"
129,20211115,15-11-2021,Men's Basketball,vs Providence,"Madison, WI Kohl Center"
130,20211119,19-11-2021,Women's Basketball,at Bradley,"Peoria, IL"
131,20211122,22-11-2021,Men's Basketball,vs Texas A&M,"Las Vegas, NV"
132,20211122,22-11-2021,Women's Basketball,vs Chicago State,"Madison, Wis. Kohl Center 5 for $10 Monday"
133,20211123,23-11-2021,Men's Basketball,vs #12 Houston,"Las Vegas, NV"
134,20211124,24-11-2021,Men's Basketball,vs Saint Mary's,"Las Vegas, NV"
135,20211124,24-11-2021,Women's Basketball,at Milwaukee,"Milwaukee, WI"
136,20211127,27-11-2021,Women's Basketball,vs Boise State,
137,20211128,28-11-2021,Women's Basketball,at Colorado,"Boulder, Colo."
138,20211109,09-11-2021,Men's Basketball,vs St. Francis College Brooklyn,"Madison, WI Kohl Center"
139,20211112,12-11-2021,Women's Cross Country,NCAA Great Lakes Regional,"Evansville, Ind."
140,20211112,12-11-2021,Men's Cross Country,NCAA Great Lakes Regional,"Evansville, Ind."
141,20211120,20-11-2021,Men's Cross Country,NCAA Championships,"Tallahassee, Fla."
142,20211120,20-11-2021,Women's Cross Country,NCAA Championships,"Apalachee Regional Park, Tallahassee, Fla."
143,20211015,15-10-2021,Men's Cross Country,vs Nuttycombe Wisconsin Invitational Shuttles start at 9 a.m.,"Madison, Wis. Zimmer Championship Course"
144,20211015,15-10-2021,Women's Cross Country,vs Nuttycombe Wisconsin Invitational,"Madison, Wis. Zimmer Championship Course"
145,20211002,02-10-2021,Men's Cross Country,at Live in Lou Cross Country Classic,"E.P. Tom Sawyer Park, Louisville, KY"
146,20211002,02-10-2021,Women's Cross Country,Live in Lou Cross Country Classic,"E.P. Tom Sawyer Park, Louisville, KY"
147,20211029,29-10-2021,Women's Cross Country,at Big Ten Championships,"State College, Pa."
148,20211029,29-10-2021,Men's Cross Country,at Big Ten Championships,"State College, Pa."
149,20210910,10-09-2021,Men's Cross Country,vs Badger Classic,"Madison, Wis. Zimmer Championship Course"
150,20210910,10-09-2021,Women's Cross Country,vs Badger Classic,"Madison, Wis. Zimmer Championship Course"
151,20210917,17-09-2021,Women's Cross Country,at Bradley Intercollegiate,"Detweiller Park / Peoria, IL"
152,20211230,30-12-2021,Men's Football,vs Arizona State,"Las Vegas, NV Buy Tickets"
153,20211113,13-11-2021,Men's Football,vs Northwestern,"Madison, WI Camp Randall Stadium"
154,20211120,20-11-2021,Men's Football,vs Nebraska,"Madison, WI Camp Randall Stadium SENIOR DAY"
155,20211127,27-11-2021,Men's Football,at Minnesota,"Minneapolis, MN"
156,20211106,06-11-2021,Men's Football,at Rutgers,"Piscataway, NJ"
157,20211016,16-10-2021,Men's Football,vs Army,"Madison, WI Camp Randall Stadium"
158,20211002,02-10-2021,Men's Football,vs #14 Michigan,"Madison, WI Camp Randall Stadium BARRY ALVAREZ DAY"
159,20211023,23-10-2021,Men's Football,at #25 Purdue,"West Lafayette, IN"
160,20211030,30-10-2021,Men's Football,vs #9 Iowa,"Madison, WI Camp Randall Stadium HOMECOMING"
161,20211009,09-10-2021,Men's Football,at Illinois,"Champaign, IL"
162,20210911,11-09-2021,Men's Football,vs Eastern Michigan,"Madison, WI Camp Randall Stadium HALL OF FAME DAY"
163,20210925,25-09-2021,Men's Football,vs #12 Notre Dame,"Chicago, IL Soldier Field"
164,20210904,04-09-2021,Men's Football,vs #19 Penn State,"Madison, WI Camp Randall Stadium STRIPE OUT"
165,20211011,11-10-2021,Women's Golf,Illini Women's Invitational,"Urbana-Champaign, Ill."
166,20211002,02-10-2021,Men's Golf,Rich Harvest Farms Intercollegiate,"Sugar Grove, Ill."
167,20211025,25-10-2021,Women's Golf,The Club at Olde-Stone Invitational,"Bowling Green, Ky."
168,20211030,30-10-2021,Men's Golf,Steelwood Collegiate Invite,"Loxley, Ala."
169,20210913,13-09-2021,Women's Golf,Cougar Classic,"Charleston, S.C."
170,20210919,19-09-2021,Women's Golf,Badger Invitational,"Madison, Wis."
171,20210926,26-09-2021,Men's Golf,Badger Invitational,"Madison, Wis."
172,20210905,05-09-2021,Men's Golf,Marquette Intercollegiate,"Hartford, Wis."
173,20211210,10-12-2021,Women's Ice Hockey,at Bemidji State,"Bemidji, MN"
174,20211210,10-12-2021,Men's Ice Hockey,vs Penn State,"Madison, WI Kohl Center"
175,20211211,11-12-2021,Women's Ice Hockey,at Bemidji State,"Bemidji, MN"
176,20211211,11-12-2021,Men's Ice Hockey,vs Penn State Teddy Toss presented by BMO Harris Bank,"Madison, WI Kohl Center"
177,20211202,02-12-2021,Men's Ice Hockey,vs U.S. Under-18 Team (Exhibition),"Madison, WI Kohl Center"
178,20211228,28-12-2021,Men's Ice Hockey,Yale,"Milwaukee, WI Fiserv Forum"
179,20211229,29-12-2021,Men's Ice Hockey,#16 Providence College,"Milwaukee, WI Fiserv Forum"
180,20211203,03-12-2021,Women's Ice Hockey,vs Minnesota,"Madison, WI La Bahn Arena"
181,20211204,04-12-2021,Women's Ice Hockey,vs Minnesota,"Madison, WI La Bahn Arena"
182,20211112,12-11-2021,Men's Ice Hockey,at #15 Notre Dame,"South Bend, IN"
183,20211113,13-11-2021,Men's Ice Hockey,at #15 Notre Dame,"South Bend, IN"
184,20211119,19-11-2021,Men's Ice Hockey,at Michigan State,"East Lansing, MI"
185,20211120,20-11-2021,Women's Ice Hockey,at St. Thomas,"St. Paul, MN"
186,20211120,20-11-2021,Men's Ice Hockey,at Michigan State,"East Lansing, MI"
187,20211121,21-11-2021,Women's Ice Hockey,at St. Thomas,"St. Paul, MN"
188,20211126,26-11-2021,Men's Ice Hockey,vs Clarkson Faceoff Against Cancer,"Madison, WI Kohl Center"
189,20211127,27-11-2021,Men's Ice Hockey,vs Clarkson,"Madison, WI Kohl Center"
190,20211105,05-11-2021,Men's Ice Hockey,vs #5 Minnesota (RED OUT),"Madison, WI Kohl Center"
191,20211106,06-11-2021,Women's Ice Hockey,vs Bemidji State,"Madison, WI La Bahn Arena"
192,20211106,06-11-2021,Men's Ice Hockey,vs #5 Minnesota,"Madison, WI Kohl Center"
193,20211107,07-11-2021,Women's Ice Hockey,vs Bemidji State,"Madison, WI La Bahn Arena"
194,20211001,01-10-2021,Women's Ice Hockey,at Merrimack,"North Andover, MA"
195,20211010,10-10-2021,Women's Ice Hockey,vs St. Cloud State,"Madison, WI La Bahn Arena"
196,20211014,14-10-2021,Men's Ice Hockey,vs Army,"Madison, WI Kohl Center"
197,20211015,15-10-2021,Women's Ice Hockey,at Minnesota Duluth,"Duluth, MN"
198,20211015,15-10-2021,Men's Ice Hockey,vs Army,"Madison, WI Kohl Center"
199,20211017,17-10-2021,Women's Ice Hockey,at Minnesota Duluth,"Duluth, MN"
200,20211002,02-10-2021,Women's Ice Hockey,at Merrimack,"North Andover, MA"
201,20211022,22-10-2021,Men's Ice Hockey,at #3 St. Cloud State,"St. Cloud, MN"
202,20211023,23-10-2021,Women's Ice Hockey,vs Ohio State,"Madison, WI La Bahn Arena"
203,20211023,23-10-2021,Men's Ice Hockey,at #3 St. Cloud State,"St. Cloud, MN"
204,20211024,24-10-2021,Women's Ice Hockey,vs Ohio State,"Madison, WI La Bahn Arena"
205,20211028,28-10-2021,Men's Ice Hockey,at #2 Michigan,"Ann Arbor, MI"
206,20211029,29-10-2021,Women's Ice Hockey,at Minnesota State,"Mankato, MN"
207,20211029,29-10-2021,Men's Ice Hockey,at #2 Michigan,"Ann Arbor, MI"
208,20211003,03-10-2021,Men's Ice Hockey,Minnesota Duluth (Exhibition),"Chippewa Falls, WI"
209,20211030,30-10-2021,Women's Ice Hockey,at Minnesota State,"Mankato, MN"
210,20211008,08-10-2021,Men's Ice Hockey,vs Michigan Tech,"Madison, WI Kohl Center"
211,20211009,09-10-2021,Women's Ice Hockey,vs St. Cloud State,"Madison, WI La Bahn Arena"
212,20211009,09-10-2021,Men's Ice Hockey,vs Michigan Tech,"Madison, WI Kohl Center"
213,20210924,24-09-2021,Women's Ice Hockey,at Lindenwood,"Maryland Heights, Mo."
214,20210925,25-09-2021,Women's Ice Hockey,at Lindenwood,"Maryland Heights, Mo."
215,20211106,06-11-2021,Women's Rowing,vs Minnesota (Scrimmage),"Madison, WI Lake Mendota"
216,20211106,06-11-2021,Men's Rowing,at Head of the Eagle,Eagle Creek Park
217,20211107,07-11-2021,Men's Rowing,at Princeton Chase,Lake Carnegie
218,20211001,01-10-2021,Women's Rowing,at Iowa and Indiana (Scrimmage),"Iowa City, IA"
219,20211023,23-10-2021,Men's Rowing,at Head of the Iowa,Coralville Reservoir
220,20211023,23-10-2021,Women's Rowing,Head of the Charles Regatta,"Cambridge, MA"
221,20211024,24-10-2021,Men's Rowing,at Head of the Charles,Charles River
222,20210925,25-09-2021,Women's Rowing,vs Eastern Michigan (Scrimmage),Porter Boathouse
223,20210925,25-09-2021,Women's Rowing,vs Eastern Michigan (Scrimmage),"Madison, WI"
224,20210810,10-08-2021,Men's Soccer,at Forward Madison FC (Exh),"Madison, WI Breese Stevens Field"
225,20210812,12-08-2021,Women's Soccer,at DePaul Scrimmage,"Chicago, IL"
226,20210815,15-08-2021,Men's Soccer,vs Saint Louis (Exh),"Madison, WI McClimon Track/Soccer Complex"
227,20210819,19-08-2021,Women's Soccer,at Kansas City,"Kansas City, MO"
228,20210820,20-08-2021,Men's Soccer,vs St. Thomas (Exh),"Madison, WI McClimon Track/Soccer Complex"
229,20210822,22-08-2021,Women's Soccer,at Kansas,"Lawrence, KS"
230,20210826,26-08-2021,Men's Soccer,vs SIUE,"Madison, WI McClimon Track/Soccer Complex"
231,20210826,26-08-2021,Women's Soccer,vs Notre Dame,"Madison, WI McClimon Track/Soccer Complex"
232,20210829,29-08-2021,Women's Soccer,vs Eastern Illinois,"Madison, WI McClimon Track/Soccer Complex"
233,20210829,29-08-2021,Men's Soccer,vs Green Bay,"Madison, WI McClimon Track/Soccer Complex"
234,20210809,09-08-2021,Women's Soccer,vs Marquette Scrimmage (Rescheduled from Aug. 7),"Madison, WI McClimon Track/Soccer Complex"
235,20211112,12-11-2021,Women's Soccer,vs Butler,"Madison, WI McClimon Track/Soccer Complex"
236,20211119,19-11-2021,Women's Soccer,"UC Irvine Tickets are $10, cash only, and are available to purchase on game day","Fairfax, Va George Mason Stadium"
237,20211121,21-11-2021,Women's Soccer,Santa Clara,"Washington, D.C. Shaw Field"
238,20211107,07-11-2021,Men's Soccer,at #4 Michigan,"Ann Arbor, MI"
239,20211012,12-10-2021,Men's Soccer,vs Western Illinois,"Madison, WI McClimon Track/Soccer Complex"
240,20211014,14-10-2021,Women's Soccer,vs Northwestern,"Madison, WI McClimon Track/Soccer Complex"
241,20211015,15-10-2021,Men's Soccer,at Michigan,"Ann Arbor, MI"
242,20211017,17-10-2021,Women's Soccer,at Nebraska,"Lincoln, NE"
243,20211019,19-10-2021,Men's Soccer,vs Northwestern,"Madison, WI McClimon Track/Soccer Complex"
244,20211020,20-10-2021,Women's Soccer,vs Ohio State,"Madison, WI McClimon Track/Soccer Complex"
245,20211024,24-10-2021,Women's Soccer,vs Iowa,"Madison, WI McClimon Track/Soccer Complex"
246,20211024,24-10-2021,Men's Soccer,at Indiana,"Bloomington, IN"
247,20211003,03-10-2021,Women's Soccer,vs Purdue,"Madison, WI McClimon Track/Soccer Complex"
248,20211003,03-10-2021,Men's Soccer,vs #8 Maryland,"Madison, WI McClimon Track/Soccer Complex"
249,20211031,31-10-2021,Women's Soccer,at Rutgers,"Piscataway, NJ"
250,20211031,31-10-2021,Men's Soccer,vs Penn State,"Madison, WI McClimon Track/Soccer Complex"
251,20211008,08-10-2021,Women's Soccer,at Illinois,"Urbana-Champaign, IL"
252,20211008,08-10-2021,Men's Soccer,at Ohio State,"Columbus, OH"
253,20210910,10-09-2021,Men's Soccer,vs Butler,"Madison, WI McClimon Track/Soccer Complex"
254,20210912,12-09-2021,Women's Soccer,vs Providence,"Madison, WI McClimon Track/Soccer Complex"
255,20210913,13-09-2021,Men's Soccer,at #18 Marquette,"Milwaukee, WI"
256,20210917,17-09-2021,Men's Soccer,vs Michigan State,"Madison, WI McClimon Track/Soccer Complex"
257,20210918,18-09-2021,Women's Soccer,at Minnesota,"Minneapolis, MN"
258,20210902,02-09-2021,Women's Soccer,at Loyola,"Chicago, IL"
259,20210902,02-09-2021,Men's Soccer,vs Western Michigan,"Madison, WI McClimon Track/Soccer Complex"
260,20210921,21-09-2021,Men's Soccer,vs Milwaukee,"Madison, WI McClimon Track/Soccer Complex"
261,20210923,23-09-2021,Women's Soccer,at Michigan State,"East Lansing, MI"
262,20210924,24-09-2021,Men's Soccer,at #21 Rutgers,"Piscataway, NJ"
263,20210926,26-09-2021,Women's Soccer,at Michigan,"Ann Arbor, MI"
264,20210930,30-09-2021,Women's Soccer,vs Penn State,"Madison, WI McClimon Track/Soccer Complex"
265,20210905,05-09-2021,Men's Soccer,vs DePaul,"Madison, WI McClimon Track/Soccer Complex"
266,20210905,05-09-2021,Women's Soccer,vs Baylor,"Madison, WI McClimon Track/Soccer Complex"
267,20210909,09-09-2021,Women's Soccer,at Milwaukee,"Milwaukee, WI"
268,20210410,10-04-2021,Women's Softball,vs Iowa (DH),"Madison, WI Goodman Diamond"
269,20210411,11-04-2021,Women's Softball,vs Iowa,"Madison, WI Goodman Diamond"
270,20210416,16-04-2021,Women's Softball,at Rutgers,"Piscataway, NJ"
271,20210417,17-04-2021,Women's Softball,at Rutgers (DH),"Piscataway, NJ"
272,20210417,17-04-2021,Women's Softball,at Rutgers (DH),"Piscataway, NJ"
273,20210418,18-04-2021,Women's Softball,at Rutgers,"Piscataway, NJ"
274,20210402,02-04-2021,Women's Softball,vs Illinois,"Madison, WI Goodman Diamond"
275,20210423,23-04-2021,Women's Softball,at Nebraska,"Lincoln, NE"
276,20210424,24-04-2021,Women's Softball,at Nebraska (DH),"Lincoln, NE"
277,20210424,24-04-2021,Women's Softball,at Nebraska (DH),"Lincoln, NE"
278,20210425,25-04-2021,Women's Softball,at Nebraska,"Lincoln, NE"
279,20210403,03-04-2021,Women's Softball,vs Illinois (DH),"Madison, WI Goodman Diamond"
280,20210403,03-04-2021,Women's Softball,vs Illinois (DH),"Madison, WI Goodman Diamond"
281,20210430,30-04-2021,Women's Softball,vs Minnesota,"Madison, WI Goodman Diamond"
282,20210404,04-04-2021,Women's Softball,vs Illinois,"Madison, WI Goodman Diamond"
283,20210409,09-04-2021,Women's Softball,vs Iowa (DH),"Madison, WI Goodman Diamond"
284,20210409,09-04-2021,Women's Softball,vs Iowa (DH),"Madison, WI Goodman Diamond"
285,20210226,26-02-2021,Women's Softball,Penn State,"Leesburg, FL Sleepy Hollow Sports Complex"
286,20210226,26-02-2021,Women's Softball,Penn State,"Leesburg, FL Sleepy Hollow Sports Complex"
287,20210227,27-02-2021,Women's Softball,Indiana,"Leesburg, FL Sleepy Hollow Sports Complex"
288,20210227,27-02-2021,Women's Softball,Indiana,"Leesburg, FL Sleepy Hollow Sports Complex"
289,20210228,28-02-2021,Women's Softball,vs Maryland,"Leesburg, FL Sleepy Hollow Sports Complex"
290,20210228,28-02-2021,Women's Softball,vs Maryland,"Leesburg, FL Sleepy Hollow Sports Complex"
291,20210311,11-03-2021,Women's Softball,vs Ohio State,"Leesburg, FL Sleepy Hollow Sports Complex"
292,20210311,11-03-2021,Women's Softball,vs Ohio State,"Leesburg, FL Sleepy Hollow Sports Complex"
293,20210312,12-03-2021,Women's Softball,vs Ohio State,"Leesburg, FL Sleepy Hollow Sports Complex"
294,20210313,13-03-2021,Women's Softball,vs Michigan,"Leesburg, FL Sleepy Hollow Sports Complex"
295,20210313,13-03-2021,Women's Softball,vs Michigan,"Leesburg, FL Sleepy Hollow Sports Complex"
296,20210314,14-03-2021,Women's Softball,vs Michigan,"Leesburg, FL Sleepy Hollow Sports Complex"
297,20210326,26-03-2021,Women's Softball,at Northwestern,"Evanston, IL"
298,20210327,27-03-2021,Women's Softball,at Northwestern (DH),"Evanston, IL"
299,20210327,27-03-2021,Women's Softball,at Northwestern (DH),"Evanston, IL"
300,20210328,28-03-2021,Women's Softball,at Northwestern,"Evanston, IL"
301,20210501,01-05-2021,Women's Softball,vs Minnesota (DH),"Madison, WI Goodman Diamond"
302,20210501,01-05-2021,Women's Softball,vs Minnesota (DH),"Madison, WI Goodman Diamond"
303,20210514,14-05-2021,Women's Softball,vs Purdue,"Madison, WI Goodman Diamond"
304,20210515,15-05-2021,Women's Softball,vs Purdue (DH),"Madison, WI Goodman Diamond"
305,20210515,15-05-2021,Women's Softball,vs Purdue (DH),"Madison, WI Goodman Diamond"
306,20210516,16-05-2021,Women's Softball,vs Purdue,"Madison, WI Goodman Diamond"
307,20210502,02-05-2021,Women's Softball,vs Minnesota,"Madison, WI Goodman Diamond"
