date_key,date,tmin,tmax,tavg,prcp,snow
20200308,08-03-2020,3.3,16.7,10,0,5
20200309,09-03-2020,2.2,11.1,6.65,12.7,0
20200310,10-03-2020,-1,8.3,3.65,0,0
20200311,11-03-2020,0.6,6.1,3.35,5.8,0
20200312,12-03-2020,1.7,10.6,6.15,1.3,0
20200313,13-03-2020,-0.5,8.3,3.9,0,0
20200314,14-03-2020,-2.7,1.7,-0.5,0,0
20200315,15-03-2020,-3.8,5,0.6,0,0
20200316,16-03-2020,-3.8,5,0.6,0,0
20200317,17-03-2020,-2.1,7.8,2.85,0,0
20200318,18-03-2020,0,4.4,2.2,8.6,0
20200319,19-03-2020,3.3,7.8,5.55,32.8,0
20200320,20-03-2020,-3.8,3.9,0.05,8.6,0
20200321,21-03-2020,-7.1,2.2,-2.45,0,0
20200322,22-03-2020,-3.2,2.2,-0.5,0,0
20200323,23-03-2020,-1.6,6.7,2.55,0,0
20200324,24-03-2020,2.2,8.9,5.55,0,0
20200325,25-03-2020,1.7,11.1,6.4,0.8,0
20200326,26-03-2020,2.2,7.2,4.7,0.3,0
20200327,27-03-2020,0.6,13.3,6.95,3.3,0
20200328,28-03-2020,5,10,7.5,11.4,0
20200329,29-03-2020,3.9,9.4,6.65,1,0
20200330,30-03-2020,3.3,13.9,8.6,0,0
20200331,31-03-2020,-0.5,3.9,1.7,0,0
20200401,01-04-2020,-1,11.7,5.35,0,0
20200402,02-04-2020,0.6,16.7,8.65,0,0
20200403,03-04-2020,1.7,19.4,10.55,2.3,0
20200404,04-04-2020,-1.6,10.6,4.5,0,0
20200405,05-04-2020,-1.6,13.3,5.85,0,0
20200406,06-04-2020,0.6,15,7.8,0.8,0
20200407,07-04-2020,9.4,23.9,16.65,0.3,0
20200408,08-04-2020,4.4,15,9.7,6.6,0
20200409,09-04-2020,0,7.2,3.6,0,0
20200410,10-04-2020,-1,9.4,4.2,0,0
20200411,11-04-2020,3.3,15,9.15,0.5,0
20200412,12-04-2020,0.6,12.8,6.7,12.2,0
20200413,13-04-2020,-1.6,4.4,1.4,0.5,0
20200414,14-04-2020,-3.8,2.2,-0.8,0,0
20200415,15-04-2020,-6,2.8,-1.6,0,0
20200416,16-04-2020,-4.9,7.2,1.15,0,0
20200417,17-04-2020,0.6,9.4,5,0,0
20200418,18-04-2020,-0.5,15.6,7.55,0,0
20200419,19-04-2020,4.4,13.9,9.15,0,0
20200420,20-04-2020,-1.6,17.2,7.8,0.3,0
20200421,21-04-2020,-1,9.4,4.2,0,0
20200422,22-04-2020,2.8,15.6,9.2,9.7,0
20200423,23-04-2020,3.9,12.2,8.05,0,0
20200424,24-04-2020,3.9,12.2,8.05,1,0
20200425,25-04-2020,3.3,13.3,8.3,0,0
20200426,26-04-2020,3.3,19.4,11.35,0,0
20200427,27-04-2020,6.1,16.1,11.1,8.9,0
20200428,28-04-2020,2.8,19.4,11.1,0,0
20200429,29-04-2020,7.8,11.1,9.45,8.9,0
20200430,30-04-2020,5.6,18.9,12.25,0,0
20200501,01-05-2020,2.2,19.4,10.8,0,0
20200502,02-05-2020,13.3,23.3,18.3,0,0
20200503,03-05-2020,5.6,22.8,14.2,0,0
20200504,04-05-2020,1.7,12.8,7.25,0,0
20200505,05-05-2020,2.8,11.7,7.25,0,0
20200506,06-05-2020,0,18.3,9.15,0,0
20200507,07-05-2020,3.9,16.7,10.3,0,0
20200508,08-05-2020,-1.6,8.3,3.35,0,0
20200509,09-05-2020,-3.8,15,5.6,0,0
20200510,10-05-2020,1.1,14.4,7.75,9.9,0
20200511,11-05-2020,1.1,11.7,6.4,0,0
20200512,12-05-2020,-0.5,15.6,7.55,0,0
20200513,13-05-2020,-0.5,18.9,9.2,5.3,0
20200514,14-05-2020,11.1,18.3,14.7,12.2,0
20200515,15-05-2020,10,23.3,16.65,0,0
20200516,16-05-2020,7.8,21.1,14.45,0,0
20200517,17-05-2020,10,12.2,11.1,51.8,0
20200518,18-05-2020,10,12.8,11.4,1,0
20200519,19-05-2020,9.4,15.6,12.5,0,0
20200520,20-05-2020,9.4,21.1,15.25,0,0
20200521,21-05-2020,12.2,20.6,16.4,0,0
20200522,22-05-2020,12.8,19.4,16.1,0.5,0
20200523,23-05-2020,12.2,22.8,17.5,20.3,0
20200524,24-05-2020,16.7,27.2,21.95,0,0
20200525,25-05-2020,17.8,28.3,23.05,0.3,0
20200526,26-05-2020,17.2,30,23.6,0,0
20200527,27-05-2020,21.7,28.9,25.3,0,0
20200528,28-05-2020,15,22.8,18.9,36.3,0
20200529,29-05-2020,10,18.3,14.15,0,0
20200530,30-05-2020,8.9,21.1,15,0,0
20200531,31-05-2020,5,21.7,13.35,0,0
20200601,01-06-2020,13.3,25,19.15,0,0
20200602,02-06-2020,18.9,31.7,25.3,15.7,0
20200603,03-06-2020,18.3,30,24.15,1.8,0
20200604,04-06-2020,16.7,30.6,23.65,0,0
20200605,05-06-2020,17.2,30,23.6,0,0
20200606,06-06-2020,13.9,26.1,20,0,0
20200607,07-06-2020,12.8,26.7,19.75,0,0
20200608,08-06-2020,15.6,31.7,23.65,0,0
20200609,09-06-2020,16.1,29.4,22.75,16,0
20200610,10-06-2020,15,27.2,21.1,31.2,0
20200611,11-06-2020,12.8,26.7,19.75,0,0
20200612,12-06-2020,11.1,27.8,19.45,0,0
20200613,13-06-2020,7.8,20,13.9,0,0
20200614,14-06-2020,7.2,21.1,14.15,0,0
20200615,15-06-2020,7.2,24.4,15.8,0,0
20200616,16-06-2020,8.3,27.8,18.05,0,0
20200617,17-06-2020,13.3,28.9,21.1,0,0
20200618,18-06-2020,13.9,30,21.95,0,0
20200619,19-06-2020,16.1,30.6,23.35,0,0
20200620,20-06-2020,20.6,26.1,23.35,3.3,0
20200621,21-06-2020,16.1,28.3,22.2,0,0
20200622,22-06-2020,15.6,22.8,19.2,16.8,0
20200623,23-06-2020,13.3,23.3,18.3,11.2,0
20200624,24-06-2020,13.3,24.4,18.85,0.3,0
20200625,25-06-2020,12.2,27.8,20,0,0
20200626,26-06-2020,18.3,23.9,21.1,26.2,0
20200627,27-06-2020,17.8,29.4,23.6,0,0
20200628,28-06-2020,17.2,29.4,23.3,0,0
20200629,29-06-2020,18.9,31.1,25,6.4,0
20200630,30-06-2020,17.8,31.7,24.75,0,0
20200701,01-07-2020,17.8,30.6,24.2,0,0
20200702,02-07-2020,16.7,31.7,24.2,0,0
20200703,03-07-2020,18.3,32.8,25.55,0,0
20200704,04-07-2020,18.9,31.7,25.3,0,0
20200705,05-07-2020,18.9,32.2,25.55,0,0
20200706,06-07-2020,20,32.8,26.4,0,0
20200707,07-07-2020,20.6,32.8,26.7,55.1,0
20200708,08-07-2020,18.9,32.2,25.55,0,0
20200709,09-07-2020,20,32.2,26.1,50,0
20200710,10-07-2020,19.4,28.3,23.85,11.7,0
20200711,11-07-2020,17.2,28.9,23.05,0,0
20200712,12-07-2020,16.7,27.2,21.95,0,0
20200713,13-07-2020,15,27.8,21.4,0,0
20200714,14-07-2020,20.6,28.3,24.45,19.8,0
20200715,15-07-2020,18.3,22.8,20.55,14.2,0
20200716,16-07-2020,18.3,28.3,23.3,0,0
20200717,17-07-2020,18.9,30,24.45,0,0
20200718,18-07-2020,23.9,31.1,27.5,2.5,0
20200719,19-07-2020,21.7,28.3,25,0,0
20200720,20-07-2020,17.2,26.1,21.65,0,0
20200721,21-07-2020,16.7,26.1,21.4,0,0
20200722,22-07-2020,14.4,27.2,20.8,0,0
20200723,23-07-2020,13.3,27.2,20.25,0,0
20200724,24-07-2020,15,28.9,21.95,0,0
20200725,25-07-2020,21.1,31.7,26.4,0,0
20200726,26-07-2020,22.8,33.3,28.05,39.4,0
20200727,27-07-2020,20.6,28.3,24.45,0,0
20200728,28-07-2020,17.2,29.4,23.3,0,0
20200729,29-07-2020,18.3,29.4,23.85,0,0
20200730,30-07-2020,16.7,27.8,22.25,0,0
20200731,31-07-2020,14.4,27.2,20.8,0,0
20200801,01-08-2020,13.9,27.8,20.85,0,0
20200802,02-08-2020,15,25,20,12.4,0
20200803,03-08-2020,13.3,18.9,16.1,0,0
20200804,04-08-2020,11.1,21.7,16.4,0,0
20200805,05-08-2020,10.6,25,17.8,0,0
20200806,06-08-2020,11.1,26.7,18.9,0,0
20200807,07-08-2020,13.9,27.2,20.55,0,0
20200808,08-08-2020,20,31.1,25.55,0,0
20200809,09-08-2020,20.6,28.9,24.75,10.7,0
20200810,10-08-2020,18.3,28.9,23.6,2.8,0
20200811,11-08-2020,12.8,27.8,20.3,0,0
20200812,12-08-2020,12.8,27.8,20.3,0,0
20200813,13-08-2020,13.9,28.3,21.1,0,0
20200814,14-08-2020,14.4,30,22.2,0,0
20200815,15-08-2020,14.4,24.4,19.4,2.5,0
20200816,16-08-2020,12.2,28.3,20.25,0,0
20200817,17-08-2020,13.9,27.2,20.55,0.3,0
20200818,18-08-2020,12.8,25,18.9,0,0
20200819,19-08-2020,11.1,27.2,19.15,0,0
20200820,20-08-2020,18.9,27.8,23.35,0,0
20200821,21-08-2020,14.4,28.9,21.65,0,0
20200822,22-08-2020,18.3,28.3,23.3,0,0
20200823,23-08-2020,18.3,30.6,24.45,0,0
20200824,24-08-2020,20,31.7,25.85,7.4,0
20200825,25-08-2020,18.3,31.7,25,1.8,0
20200826,26-08-2020,22.8,32.2,27.5,0,0
20200827,27-08-2020,18.9,32.8,25.85,15.5,0
20200828,28-08-2020,19.4,30.6,25,0.5,0
20200829,29-08-2020,12.8,25,18.9,0,0
20200830,30-08-2020,9.4,24.4,16.9,0,0
20200831,31-08-2020,11.7,23.3,17.5,19.3,0
20200901,01-09-2020,7.8,21.7,14.75,4.8,0
20200902,02-09-2020,13.9,27.2,20.55,0.3,0
20200903,03-09-2020,12.2,24.4,18.3,0,0
20200904,04-09-2020,10.6,23.9,17.25,0,0
20200905,05-09-2020,11.1,25,18.05,0,0
20200906,06-09-2020,11.7,25.6,18.65,9.7,0
20200907,07-09-2020,11.7,21.7,16.7,0.3,0
20200908,08-09-2020,8.9,12.2,10.55,19.8,0
20200909,09-09-2020,7.8,10.6,9.2,8.9,0
20200910,10-09-2020,7.8,11.7,9.75,7.1,0
20200911,11-09-2020,10.6,15.6,13.1,24.9,0
20200912,12-09-2020,15,20,17.5,2.5,0
20200913,13-09-2020,11.1,22.2,16.65,0,0
20200914,14-09-2020,9.4,21.7,15.55,0,0
20200915,15-09-2020,13.3,25.6,19.45,0,0
20200916,16-09-2020,12.8,23.9,18.35,0,0
20200917,17-09-2020,7.8,19.4,13.6,0,0
20200918,18-09-2020,5.6,16.7,11.15,0,0
20200919,19-09-2020,2.8,18.3,10.55,0,0
20200920,20-09-2020,5.6,20.6,13.1,0,0
20200921,21-09-2020,8.9,22.8,15.85,0,0
20200922,22-09-2020,11.7,25.6,18.65,0,0
20200923,23-09-2020,11.1,25,18.05,0,0
20200924,24-09-2020,12.2,22.8,17.5,1,0
20200925,25-09-2020,15.6,25.6,20.6,0,0
20200926,26-09-2020,17.2,23.9,20.55,0,0
20200927,27-09-2020,12.2,22.8,17.5,6.9,0
20200928,28-09-2020,7.8,15,11.4,0.3,0
20200929,29-09-2020,5.6,13.3,9.45,0,0
20200930,30-09-2020,7.8,15,11.4,0.3,0
20201001,01-10-2020,6.7,13.9,10.3,0.8,0
20201002,02-10-2020,-0.5,11.1,5.3,0,0
20201003,03-10-2020,1.7,11.1,6.4,0.5,0
20201004,04-10-2020,0,11.7,5.85,0,0
20201005,05-10-2020,0.6,16.7,8.65,0,0
20201006,06-10-2020,9.4,21.7,15.55,0,0
20201007,07-10-2020,6.1,21.7,13.9,0,0
20201008,08-10-2020,3.9,18.9,11.4,0,0
20201009,09-10-2020,10,26.1,18.05,0,0
20201010,10-10-2020,6.7,22.2,14.45,0,0
20201011,11-10-2020,6.1,18.3,12.2,0,0
20201012,12-10-2020,4.4,17.8,11.1,6.6,0
20201013,13-10-2020,5,18.9,11.95,0,0
20201014,14-10-2020,4.4,20,12.2,0,0
20201015,15-10-2020,3.3,10.6,6.95,0,0
20201016,16-10-2020,0,10.6,5.3,0.5,0
20201017,17-10-2020,0.6,16.7,8.65,0,0
20201018,18-10-2020,1.1,11.7,6.4,2.3,0
20201019,19-10-2020,-2.7,2.2,-0.25,0,0
20201020,20-10-2020,-2.7,8.3,2.8,3.3,0
20201021,21-10-2020,4.4,12.8,8.6,5.6,0
20201022,22-10-2020,3.9,8.3,6.1,47.8,0
20201023,23-10-2020,1.7,5.6,3.65,18,0
20201024,24-10-2020,0,5,2.5,0,0
20201025,25-10-2020,-0.5,2.2,0.85,0.5,0
20201026,26-10-2020,-2.1,2.2,0.05,0,0
20201027,27-10-2020,-1.6,4.4,1.4,0,0
20201028,28-10-2020,-1,11.1,5.05,0,0
20201029,29-10-2020,0,5.6,2.8,0,0
20201030,30-10-2020,-2.7,5.6,1.45,0,0
20201031,31-10-2020,-1.6,14.4,6.4,0,0
20201101,01-11-2020,-2.7,6.1,1.7,0,0
20201102,02-11-2020,-3.8,10.6,3.4,0,0
20201103,03-11-2020,-1,20,9.5,0,0
20201104,04-11-2020,6.7,20.6,13.65,0,0
20201105,05-11-2020,5.6,22.2,13.9,0,0
20201106,06-11-2020,4.4,21.1,12.75,0,0
20201107,07-11-2020,11.1,21.1,16.1,0,0
20201108,08-11-2020,11.7,21.7,16.7,0,0
20201109,09-11-2020,15,22.8,18.9,0,0
20201110,10-11-2020,1.1,18.9,10,21.1,0
20201111,11-11-2020,0,6.7,3.35,0,0
20201112,12-11-2020,-0.5,11.1,5.3,0.3,0
20201113,13-11-2020,-4.3,2.2,-1.05,0,0
20201114,14-11-2020,-3.2,8.9,2.85,3.6,0
20201115,15-11-2020,-1.6,10,4.2,3.3,0
20201116,16-11-2020,-3.2,5,0.9,0,0
20201117,17-11-2020,-4.9,3.9,-0.5,0,0
20201118,18-11-2020,0,10,5,0,0
20201119,19-11-2020,6.7,16.7,11.7,0,0
20201120,20-11-2020,-1,13.3,6.15,0,0
20201121,21-11-2020,-5.5,5,-0.25,0,0
20201122,22-11-2020,-6,5.6,-0.2,0,0
20201123,23-11-2020,-3.2,5,0.9,0,0
20201124,24-11-2020,0,3.3,1.65,16.3,0
20201125,25-11-2020,2.2,3.9,3.05,2.5,0
20201126,26-11-2020,2.2,6.7,4.45,0,0
20201127,27-11-2020,-2.1,5,1.45,0,0
20201128,28-11-2020,-3.8,10,3.1,0,0
20201129,29-11-2020,-0.5,7.8,3.65,0,0
20201130,30-11-2020,-7.1,-0.5,-3.8,0,0
20201201,01-12-2020,-8.8,1.1,-3.85,0,0
20201202,02-12-2020,-8.2,6.7,-0.75,0,0
20201203,03-12-2020,-2.1,4.4,1.15,0,0
20201204,04-12-2020,-7.1,6.1,-0.5,0,0
20201205,05-12-2020,-8.2,1.7,-3.25,0,0
20201206,06-12-2020,-4.3,2.8,-0.75,0,0
20201207,07-12-2020,-1,1.1,0.05,0,0
20201208,08-12-2020,-1.6,1.1,-0.25,0,0
20201209,09-12-2020,-3.8,11.1,3.65,0,0
20201210,10-12-2020,-4.9,11.1,3.1,0,0
20201211,11-12-2020,-1.6,3.3,0.85,7.6,0
20201212,12-12-2020,-4.3,0,-2.15,5.8,5
20201213,13-12-2020,-12.7,-2.7,-7.7,0,13
20201214,14-12-2020,-11.6,-3.2,-7.4,0,13
20201215,15-12-2020,-14.9,-4.9,-9.9,0,13
20201216,16-12-2020,-7.7,-0.5,-4.1,0,13
20201217,17-12-2020,-9.3,-0.5,-4.9,0,13
20201218,18-12-2020,-12.1,1.7,-5.2,0,13
20201219,19-12-2020,0,1.7,0.85,0,13
20201220,20-12-2020,-3.8,0.6,-1.6,0,13
20201221,21-12-2020,-1.6,4.4,1.4,0,13
20201222,22-12-2020,-3.8,3.3,-0.25,0,13
20201223,23-12-2020,-8.2,11.7,1.75,0.8,10
20201224,24-12-2020,-16,-8.2,-12.1,0,3
20201225,25-12-2020,-15.5,-6.6,-11.05,0,3
20201226,26-12-2020,-9.9,-2.7,-6.3,0,3
20201227,27-12-2020,-7.7,1.7,-3,3.6,10
20201228,28-12-2020,-9.9,-2.1,-6,0,8
20201229,29-12-2020,-14.9,-2.7,-8.8,9.9,8
20201230,30-12-2020,-4.9,-0.5,-2.7,0.8,20
20201231,31-12-2020,-8.8,-4.9,-6.85,0.3,18
20210101,01-01-2021,-8.8,-3.2,-6,0.5,18
20210102,02-01-2021,-8.2,-4.3,-6.25,0,18
20210103,03-01-2021,-6.6,-4.9,-5.75,0,18
20210104,04-01-2021,-6.6,-1.6,-4.1,0.5,15
20210105,05-01-2021,-9.3,0.6,-4.35,0,18
20210106,06-01-2021,-8.8,-1.6,-5.2,0,15
20210107,07-01-2021,-6,-1.6,-3.8,0,15
20210108,08-01-2021,-3.8,-2.1,-2.95,0,15
20210109,09-01-2021,-9.3,-1,-5.15,0,15
20210110,10-01-2021,-7.7,-4.3,-6,0,15
20210111,11-01-2021,-7.7,-0.5,-4.1,0,15
20210112,12-01-2021,-7.7,1.7,-3,0,15
20210113,13-01-2021,-2.7,3.9,0.6,0,15
20210114,14-01-2021,-3.8,1.7,-1.05,5.3,13
20210115,15-01-2021,0,1.7,0.85,2,15
20210116,16-01-2021,-1,1.7,0.35,1,15
20210117,17-01-2021,-2.7,-1,-1.85,0.5,13
20210118,18-01-2021,-7.7,-2.1,-4.9,0,13
20210119,19-01-2021,-11.6,-2.7,-7.15,1.5,13
20210120,20-01-2021,-14.9,1.1,-6.9,0,18
20210121,21-01-2021,-7.7,3.9,-1.9,0,15
20210122,22-01-2021,-15.5,-7.7,-11.6,0,13
20210123,23-01-2021,-17.7,-5.5,-11.6,0.3,13
20210124,24-01-2021,-13.8,-1.6,-7.7,3,18
20210125,25-01-2021,-15.5,-6,-10.75,0.8,18
20210126,26-01-2021,-13.8,-3.8,-8.8,6.1,23
20210127,27-01-2021,-18.8,-6.6,-12.7,0,25
20210128,28-01-2021,-21.6,-6.6,-14.1,0,25
20210129,29-01-2021,-16.6,-3.2,-9.9,0,25
20210130,30-01-2021,-3.8,0,-1.9,7.4,25
20210131,31-01-2021,-5.5,-1,-3.25,3.3,25
20210201,01-02-2021,-12.7,0,-6.35,0,25
20210202,02-02-2021,-14.9,-0.5,-7.7,0,25
20210203,03-02-2021,-18.2,-1.6,-9.9,0,25
20210204,04-02-2021,-9.3,0,-4.65,8.4,25
20210205,05-02-2021,-16,-9.3,-12.65,0,33
20210206,06-02-2021,-21.6,-13.2,-17.4,0,33
20210207,07-02-2021,-26,-17.7,-21.85,0,33
20210208,08-02-2021,-23.2,-14.9,-19.05,0.3,33
20210209,09-02-2021,-27.7,-12.1,-19.9,0,33
20210210,10-02-2021,-23.8,-11.6,-17.7,0,30
20210211,11-02-2021,-23.8,-14.3,-19.05,2.5,33
20210212,12-02-2021,-19.3,-14.9,-17.1,0.8,33
20210213,13-02-2021,-22.7,-16.6,-19.65,3,33
20210214,14-02-2021,-24.3,-18.8,-21.55,0,38
20210215,15-02-2021,-24.3,-16,-20.15,0,38
20210216,16-02-2021,-22.1,-8.2,-15.15,0.8,38
20210217,17-02-2021,-25.5,-7.7,-16.6,0,36
20210218,18-02-2021,-13.8,-3.8,-8.8,0,36
20210219,19-02-2021,-15.5,-6.6,-11.05,0,36
20210220,20-02-2021,-21,-5.5,-13.25,0,33
20210221,21-02-2021,-8.2,-0.5,-4.35,6.1,33
20210222,22-02-2021,-4.3,2.8,-0.75,0,41
20210223,23-02-2021,1.1,7.8,4.45,0,36
20210224,24-02-2021,-6.6,4.4,-1.1,0,30
20210225,25-02-2021,-8.2,5,-1.6,0,28
20210226,26-02-2021,-7.1,3.9,-1.6,0,28
20210227,27-02-2021,-3.8,7.8,2,0,28
20210228,28-02-2021,-3.8,4.4,0.3,0,25
20210301,01-03-2021,-9.9,-1.6,-5.75,0,23
20210302,02-03-2021,-11,3.9,-3.55,0,20
20210303,03-03-2021,-4.9,10.6,2.85,0,20
20210304,04-03-2021,-6.6,1.1,-2.75,0,15
20210305,05-03-2021,-8.2,7.8,-0.2,0,15
20210306,06-03-2021,-6.6,7.2,0.3,0,15
20210307,07-03-2021,-8.2,6.7,-0.75,0,15
20210308,08-03-2021,1.1,16.7,8.9,0,8
20210309,09-03-2021,-1,16.1,7.55,0,3
20210310,10-03-2021,8.9,16.1,12.5,1.5,0
20210311,11-03-2021,1.1,13.3,7.2,0,0
20210312,12-03-2021,-3.8,9.4,2.8,0,0
20210313,13-03-2021,-5.5,15,4.75,0,0
20210314,14-03-2021,-2.7,8.3,2.8,0,0
20210315,15-03-2021,-2.7,1.1,-0.8,5.6,0
20210316,16-03-2021,-1.6,1.7,0.05,0,3
20210317,17-03-2021,0,1.1,0.55,4.3,0
20210318,18-03-2021,-1,7.8,3.4,0,0
20210319,19-03-2021,-5.5,10.6,2.55,0,0
20210320,20-03-2021,-3.2,13.9,5.35,0,0
20210321,21-03-2021,1.1,17.2,9.15,0,0
20210322,22-03-2021,6.7,15,10.85,0,0
20210323,23-03-2021,3.9,16.1,10,16.5,0
20210324,24-03-2021,6.1,11.7,8.9,2.5,0
20210325,25-03-2021,1.1,7.2,4.15,0.3,0
20210326,26-03-2021,-0.5,8.3,3.9,0.3,0
20210327,27-03-2021,3.3,9.4,6.35,4.8,0
20210328,28-03-2021,-3.2,6.1,1.45,0,0
20210329,29-03-2021,-3.2,18.3,7.55,0,0
20210330,30-03-2021,2.2,15,8.6,0,0
20210331,31-03-2021,-2.7,4.4,0.85,0,0
20210401,01-04-2021,-7.1,4.4,-1.35,0,0
20210402,02-04-2021,-3.8,10,3.1,0,0
20210403,03-04-2021,4.4,22.2,13.3,0,0
20210404,04-04-2021,1.1,23.9,12.5,0,0
20210405,05-04-2021,14.4,24.4,19.4,0,0
20210406,06-04-2021,14.4,26.1,20.25,0,0
20210407,07-04-2021,12.8,25.6,19.2,3,0
20210408,08-04-2021,7.8,17.2,12.5,9.7,0
20210409,09-04-2021,8.9,14.4,11.65,1.8,0
20210410,10-04-2021,8.9,12.2,10.55,14.5,0
20210411,11-04-2021,9.4,13.3,11.35,7.4,0
20210412,12-04-2021,2.8,13.9,8.35,0,0
20210413,13-04-2021,2.2,8.9,5.55,0,0
20210414,14-04-2021,0.6,4.4,2.5,0,0
20210415,15-04-2021,1.1,8.9,5,0,0
20210416,16-04-2021,-1,16.1,7.55,0,0
20210417,17-04-2021,-1,15,7,0,0
20210418,18-04-2021,1.7,16.1,8.9,0,0
20210419,19-04-2021,0.6,10.6,5.6,0,0
20210420,20-04-2021,-2.1,5.6,1.75,0,0
20210421,21-04-2021,-3.8,7.8,2,0.3,0
20210422,22-04-2021,-5.5,16.7,5.6,0,0
20210423,23-04-2021,7.2,15,11.1,0,0
20210424,24-04-2021,5,16.1,10.55,0,0
20210425,25-04-2021,-1,10,4.5,0,0
20210426,26-04-2021,2.2,24.4,13.3,0,0
20210427,27-04-2021,7.8,26.7,17.25,0,0
20210428,28-04-2021,7.2,16.7,11.95,0,0
20210429,29-04-2021,6.7,22.2,14.45,0,0
20210430,30-04-2021,7.8,16.1,11.95,0,0
20210501,01-05-2021,7.8,30.6,19.2,0,0
20210502,02-05-2021,15,28.9,21.95,0,0
20210503,03-05-2021,12.2,20,16.1,14.7,0
20210504,04-05-2021,5,15.6,10.3,0,0
20210505,05-05-2021,1.7,16.7,9.2,0.8,0
20210506,06-05-2021,5,15,10,5.3,0
20210507,07-05-2021,1.7,11.7,6.7,0,0
20210508,08-05-2021,-1,12.2,5.6,0,0
20210509,09-05-2021,3.9,16.1,10,0,0
20210510,10-05-2021,2.8,11.7,7.25,0,0
20210511,11-05-2021,-1,15,7,0,0
20210512,12-05-2021,2.2,18.3,10.25,0,0
20210513,13-05-2021,2.8,20,11.4,0,0
20210514,14-05-2021,3.3,21.1,12.2,0,0
20210515,15-05-2021,11.1,16.1,13.6,2.3,0
20210516,16-05-2021,12.2,21.7,16.95,0,0
20210517,17-05-2021,8.3,24.4,16.35,0,0
20210518,18-05-2021,11.7,23.3,17.5,6.1,0
20210519,19-05-2021,17.2,23.9,20.55,1.3,0
20210520,20-05-2021,18.9,27.2,23.05,0,0
20210521,21-05-2021,18.3,23.3,20.8,2.3,0
20210522,22-05-2021,17.8,28.3,23.05,0,0
20210523,23-05-2021,13.9,26.1,20,7.4,0
20210524,24-05-2021,13.3,28.3,20.8,0,0
20210525,25-05-2021,19.4,27.2,23.3,0,0
20210526,26-05-2021,10.6,24.4,17.5,0,0
20210527,27-05-2021,3.9,10.6,7.25,15,0
20210528,28-05-2021,3.3,10.6,6.95,0.8,0
20210529,29-05-2021,0.6,17.8,9.2,0,0
20210530,30-05-2021,1.1,18.9,10,0,0
20210531,31-05-2021,10,22.2,16.1,0,0
20210601,01-06-2021,12.8,25,18.9,0,0
20210602,02-06-2021,9.4,26.7,18.05,0,0
20210603,03-06-2021,14.4,30.6,22.5,0.3,0
20210604,04-06-2021,20.6,31.7,26.15,0,0
20210605,05-06-2021,20.6,33.3,26.95,0,0
20210606,06-06-2021,22.2,31.7,26.95,0,0
20210607,07-06-2021,21.7,28.9,25.3,0.8,0
20210608,08-06-2021,20,32.8,26.4,0,0
20210609,09-06-2021,19.4,33.3,26.35,0,0
20210610,10-06-2021,18.3,33.3,25.8,0,0
20210611,11-06-2021,19.4,34.4,26.9,1.5,0
20210612,12-06-2021,15.6,30.6,23.1,0,0
20210613,13-06-2021,12.2,31.1,21.65,0,0
20210614,14-06-2021,13.9,28.9,21.4,0,0
20210615,15-06-2021,14.4,27.8,21.1,0,0
20210616,16-06-2021,10,27.8,18.9,0,0
20210617,17-06-2021,14.4,32.8,23.6,1,0
20210618,18-06-2021,20,31.1,25.55,36.6,0
20210619,19-06-2021,16.7,27.8,22.25,1,0
20210620,20-06-2021,14.4,24.4,19.4,10.4,0
20210621,21-06-2021,10.6,20.6,15.6,0,0
